,org,person,count,keywords in emails,files
359,Superbowl Champs,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
360,Superbowl Champs,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
361,NFL Memorabilia,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
362,NFL Memorabilia,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
363,MVP.com,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
364,MVP.com,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
365,The Sporting News,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
366,The Sporting News,Terrell Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
367,CBS SportsLine.com Fantasy Football,Terrell Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
368,CBS SportsLine.com Fantasy Football,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
369,Fantasy,Ward,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
370,Fantasy,Ike Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
371,Fantasy,Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
372,Jets,Alexander,4,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week","{'27308.txt', '22279.txt', '711.txt', '31814.txt'}"
373,Jets,Terrell Davis,4,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week","{'27308.txt', '22279.txt', '711.txt', '31814.txt'}"
374,Jets,Davis,4,"fantasybasketball commissioner com, updates nfl reports, tab sportsline free, half price better, week use height, watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week","{'27308.txt', '22279.txt', '711.txt', '31814.txt'}"
375,Indianapolis,Ward,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
376,Indianapolis,Terrell Davis,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
377,Indianapolis,Davis,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
378,Broncos,Ward,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
379,Broncos,Ike Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
380,Broncos,Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
381,Browns,Terrell Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
382,Browns,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
383,Jacksonville,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'38915.txt', '23062.txt', '711.txt', '17483.txt'}"
384,Jacksonville,Terrell Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'38915.txt', '23062.txt', '711.txt', '17483.txt'}"
385,Jacksonville,Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'38915.txt', '23062.txt', '711.txt', '17483.txt'}"
386,New Orleans,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'23062.txt', '711.txt', '13448.txt', '17483.txt'}"
387,New Orleans,Terrell Davis,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'27308.txt', '23062.txt', '711.txt', '17483.txt'}"
388,Commissioner.COM Inc,Ward,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
389,Commissioner.COM Inc,Smith,4,"coupon code high10pc, glory planters crunch, watters http football210, game indianapolis don, planters crunch time, return action week, leaf http football215, emergency quarterback week, coupon code, value time troy","{'38915.txt', '23062.txt', '711.txt', '17483.txt'}"
390,Commissioner.COM Inc,Ike Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
391,Commissioner.COM Inc,Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
392,SportsLine.com Inc,Ward,4,"coupon code high10pc, watters http football210, game indianapolis don, planters crunch time, return action week, http football215 fantasy, football net commissioner, coupon code ctp6w92y, reports signed cbs, adjustable logo cap","{'38915.txt', '27308.txt', '711.txt', '17483.txt'}"
393,SportsLine.com Inc,Ike Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
394,SportsLine.com Inc,Hilliard,4,"watters http football210, game indianapolis don, planters crunch time, coupon code high10pc, return action week, leaf http football215, emergency quarterback week, glory planters crunch, coupon code, value time troy","{'38915.txt', '27308.txt', '23062.txt', '711.txt'}"
395,Molly Harris,Larry Joe Hunter,4,"deal tickets, enron enronxgate 03, bailey incorrect ferrel, williams hou ect, qp3604 qp7564, merchant energy group, americas assignment related, documents consent assignment, agreement puget sound, power send copy","{'24241.txt', '2451.txt', '25470.txt', '6518.txt'}"
396,Brant Reves,Larry Joe Hunter,4,"deal tickets, enron enronxgate 03, bailey incorrect ferrel, williams hou ect, qp3604 qp7564, merchant energy group, americas assignment related, documents consent assignment, agreement puget sound, power send copy","{'24241.txt', '2451.txt', '25470.txt', '6518.txt'}"
397,BROBECK PHLEGER,Richard B. Sanders Esq,4,"ferc order document, ca 94105 main, llp spear tower, address pmeringolo brobeck, trouble link email, document retention memo, litigation hard copy, contained enron electronic, handling email, policy regarding hard","{'16841.txt', '6413.txt', '33412.txt', '37862.txt'}"
398,HARRISON LLP,Richard B. Sanders Esq,4,"ferc order document, ca 94105 main, llp spear tower, address pmeringolo brobeck, trouble link email, document retention memo, litigation hard copy, contained enron electronic, handling email, policy regarding hard","{'16841.txt', '6413.txt', '33412.txt', '37862.txt'}"
399,Susan Smith,Donald P Reinhardt,4,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered, reserves firm ticket, zeroed supply sitara, lindholm oil 6575, ect 02 14, data forecast","{'23334.txt', '17927.txt', '20476.txt', '9410.txt'}"
400,Susan,Donald P Reinhardt,4,"production sitara deals, entered sitara hesco, hesco gathering oil, vance deals 348725, ticket created entered, reserves firm ticket, zeroed supply sitara, lindholm oil 6575, ect 02 14, data forecast","{'23334.txt', '17927.txt', '20476.txt', '9410.txt'}"
401,WalkAmerica,Kimberly Nelson,4,"festival wednesday 20, antioch park join, tickets available enro, krbe enron earth, 20 lockhart elementary, houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids","{'4818.txt', '23842.txt', '13224.txt', '27760.txt'}"
402,WalkAmerica,Taylor,4,"festival wednesday 20, antioch park join, tickets available enro, krbe enron earth, 20 lockhart elementary, houston 20 enron, tickets guest enron, astros announced implementation, purchase tickets thursday, aeros aids","{'4818.txt', '23842.txt', '13224.txt', '27760.txt'}"
